,experience,weeks,education,occupation_white,industry_yes,south_yes,smsa_yes,married_yes,gender_male,union_yes,ethnicity_other,wage_class
528,11,50,13,0,0,0,0,1,1,0,1,low
529,12,48,13,0,0,0,0,1,1,0,1,low
530,13,47,13,0,0,0,0,1,1,1,1,low
531,14,47,13,0,0,0,0,1,1,1,1,low
532,15,49,13,0,0,0,0,1,1,0,1,low
533,10,48,10,1,0,1,0,1,1,0,1,low
534,11,52,10,0,0,1,0,1,1,0,1,low
535,12,51,10,0,1,1,0,1,1,0,1,low
536,13,50,10,0,0,1,0,1,1,0,1,low
537,14,39,10,0,0,1,0,1,1,0,1,low
538,15,29,10,0,1,1,0,1,1,0,1,low
539,16,39,10,0,0,1,0,1,1,0,1,low
540,37,44,12,0,0,0,0,1,1,0,1,low
541,38,52,12,0,0,1,1,0,1,0,1,low
542,39,46,12,0,0,1,1,0,1,0,1,low
543,40,48,12,0,0,1,1,0,1,0,1,low
544,41,49,12,0,0,1,1,0,1,0,1,low
545,42,50,12,0,0,1,1,0,1,0,1,low
546,43,50,12,0,0,1,1,0,1,0,1,low
547,10,50,8,0,0,0,0,0,0,0,1,low
548,11,50,8,0,0,0,0,0,0,0,1,low
549,12,50,8,0,0,0,0,0,0,0,1,low
550,13,50,8,0,0,0,0,0,0,0,1,low
551,14,37,8,0,0,0,0,0,0,0,1,low
552,15,50,8,0,0,0,0,0,0,0,1,low
553,16,50,8,0,0,0,0,0,0,0,1,low
554,5,48,17,1,1,0,0,1,1,0,1,high
555,6,50,17,1,1,0,0,1,1,0,1,high
556,7,50,17,1,1,0,0,1,1,0,1,average
557,8,50,17,1,1,0,0,1,1,0,1,very high
558,9,50,17,1,1,0,0,1,1,0,1,very high
559,10,50,17,1,1,0,0,1,1,0,1,very high
560,11,50,17,1,1,0,0,1,1,0,1,very high
561,6,46,16,0,0,0,1,1,1,1,1,low
562,7,48,16,0,0,0,1,1,1,1,1,low
563,8,47,16,0,0,0,1,1,1,1,1,average
564,9,49,16,0,0,0,1,1,1,1,1,average
565,10,49,16,1,0,0,1,1,1,0,1,very high
566,11,49,16,1,0,0,1,1,1,0,1,very high
567,12,50,16,0,0,0,1,1,1,0,1,very high
568,22,50,12,0,0,1,0,1,1,1,1,average
569,23,49,12,0,0,1,0,1,1,1,1,average
570,24,44,12,0,0,1,0,1,1,1,1,high
571,25,38,12,0,0,1,0,1,1,1,1,high
572,26,49,12,0,0,1,0,1,1,1,1,very high
573,27,50,12,0,0,1,0,1,1,1,1,high
574,28,36,12,0,0,1,0,1,1,1,1,very high
575,12,47,12,0,0,0,1,0,1,1,1,low
576,13,46,12,0,0,0,1,0,1,1,1,low
577,14,47,12,0,0,0,1,0,1,1,1,low
578,15,42,12,0,0,0,1,0,1,1,1,average
579,16,48,12,0,0,0,1,0,1,1,1,average
580,17,47,12,0,0,0,1,0,1,1,1,average
581,18,46,12,0,0,0,1,0,1,1,1,average
582,38,42,17,1,0,1,1,1,1,0,0,average
583,39,34,17,1,0,1,1,1,1,0,0,average
584,40,48,17,1,0,1,1,1,1,0,0,average
585,41,46,17,1,0,1,1,1,1,0,0,average
586,42,49,17,1,0,1,1,1,1,0,0,high
587,43,34,17,1,0,1,1,1,1,0,0,high
588,44,47,17,1,0,1,1,1,1,0,0,high
589,15,51,7,0,1,0,0,1,1,1,1,low
590,16,49,7,0,1,0,0,1,1,1,1,low
591,17,50,7,0,1,0,0,1,1,1,1,low
592,18,50,7,0,1,0,0,0,1,1,1,average
593,19,48,7,0,1,0,0,0,1,1,1,average
594,20,50,7,0,1,0,0,0,1,1,1,average
595,21,49,7,0,1,0,0,0,1,1,1,average
596,3,37,12,1,0,1,1,0,0,0,1,low
597,4,49,12,1,0,1,1,0,0,0,1,high
598,5,38,12,1,0,1,1,0,0,0,1,average
599,6,49,12,1,0,1,1,0,0,0,1,average
600,7,39,12,1,1,1,1,0,0,0,1,average
601,8,51,12,1,1,1,1,0,0,0,1,high
602,9,48,12,1,0,1,1,0,0,0,1,average
603,12,41,14,0,0,0,1,1,1,1,1,average
604,13,49,14,0,0,0,1,1,1,1,1,average
605,14,32,14,0,0,0,1,1,1,1,1,high
606,15,50,14,0,0,0,1,1,1,1,1,high
607,16,46,14,0,0,0,1,1,1,1,1,very high
608,17,49,14,0,0,0,1,1,1,1,1,very high
609,18,49,14,0,0,0,1,1,1,1,1,very high
610,5,49,15,1,1,0,1,1,1,0,1,low
611,6,48,15,1,1,0,1,1,1,0,1,average
612,7,48,15,1,1,0,1,1,1,0,1,average
613,8,48,15,1,0,0,1,1,1,0,1,high
614,9,48,15,1,0,0,1,1,1,0,1,high
615,10,47,15,1,1,0,1,1,1,0,1,very high
616,11,49,15,1,1,0,1,1,1,0,1,very high
617,11,48,12,1,0,0,0,1,1,0,0,low
618,12,47,12,1,0,0,0,1,1,0,0,low
619,13,50,12,1,0,0,0,1,1,0,0,low
620,14,50,12,1,0,0,1,1,1,0,0,low
621,15,49,12,1,0,0,1,1,1,0,0,average
622,16,49,12,1,0,0,1,1,1,0,0,average
623,17,49,12,1,0,0,1,1,1,0,0,high
624,1,48,12,1,0,0,1,0,0,0,1,low
625,2,48,12,1,0,0,1,0,0,0,1,low
626,3,48,12,1,0,0,1,0,0,0,1,low
627,4,48,12,1,0,0,1,0,0,0,1,average
628,5,47,12,1,0,0,1,0,0,0,1,low
629,6,47,12,1,0,0,1,0,0,0,1,average
630,7,49,12,1,0,0,1,0,0,0,1,average
631,10,39,7,0,0,0,1,1,1,1,1,low
632,11,21,7,0,1,0,1,1,1,1,1,average
633,12,40,7,0,1,0,1,1,1,1,1,high
634,13,50,7,0,1,0,1,1,1,1,1,high
635,14,50,7,0,1,0,1,1,1,1,1,high
636,15,43,7,0,1,0,1,1,1,1,1,very high
637,16,42,7,0,1,0,1,1,1,1,1,very high
638,5,50,14,0,0,1,0,1,1,1,1,average
639,6,49,14,0,0,1,0,1,1,1,1,average
640,7,45,14,0,0,1,0,1,1,1,1,high
641,8,38,14,0,0,1,0,1,1,1,1,high
642,9,48,14,0,0,1,0,1,1,1,1,very high
643,10,17,14,1,0,1,0,1,1,0,1,average
644,11,47,14,1,0,1,0,1,1,1,1,high
645,33,49,7,0,1,1,0,1,1,1,1,low
646,34,34,7,0,1,1,0,1,1,0,1,low
647,35,51,7,0,1,1,0,1,1,0,1,low
648,36,50,7,0,1,1,0,1,1,1,1,average
649,37,50,7,0,1,1,0,1,1,1,1,average
650,38,46,7,0,1,1,0,1,1,1,1,average
651,39,31,7,0,1,1,0,1,1,1,1,high
652,11,36,17,1,0,0,1,1,1,1,1,high
653,12,36,17,1,0,0,1,1,1,1,1,high
654,13,38,17,1,0,0,1,1,1,1,1,high
655,14,36,17,1,0,0,1,1,1,1,1,very high
656,15,38,17,1,0,0,1,1,1,1,1,very high
657,16,41,17,1,0,0,1,1,1,1,1,very high
658,17,34,17,1,0,0,1,1,1,1,1,very high
659,37,48,8,0,1,0,1,1,1,1,1,low
660,38,48,8,0,1,0,1,1,1,1,1,low
661,39,35,8,0,1,0,1,1,1,1,1,average
662,40,47,8,0,1,0,1,1,1,1,1,average
663,41,46,8,0,1,0,1,1,1,1,1,average
664,42,47,8,0,1,0,1,1,1,1,1,high
665,43,47,8,0,1,0,1,1,1,1,1,high
666,29,50,16,1,1,0,1,1,1,0,1,high
667,30,50,16,1,1,0,1,1,1,0,1,high
668,31,50,16,1,1,0,1,1,1,0,1,very high
669,32,49,16,1,1,0,1,1,1,0,1,very high
670,33,49,16,1,1,0,1,1,1,0,1,very high
671,34,48,16,1,1,0,1,1,1,0,1,very high
672,35,49,16,1,1,0,1,1,1,0,1,very high
673,30,39,11,0,0,1,0,1,1,0,1,low
674,31,50,11,0,0,1,0,1,1,0,1,low
675,32,50,11,0,0,1,0,1,1,0,1,low
676,33,49,11,0,0,1,0,1,1,0,1,average
677,34,49,11,0,0,1,0,0,1,0,1,average
678,35,49,11,0,0,1,0,0,1,0,1,average
679,36,48,11,0,0,1,0,0,1,0,1,high
680,16,50,17,1,1,1,1,1,1,0,1,high
681,17,52,17,1,1,1,1,1,1,0,1,high
682,18,52,17,1,0,1,1,1,1,0,1,very high
683,19,52,17,1,1,1,1,1,1,0,1,very high
684,20,50,17,1,1,1,1,1,1,0,1,very high
685,21,50,17,1,1,1,1,1,1,0,1,very high
686,22,50,17,1,1,1,1,1,1,0,1,very high
687,12,49,12,0,1,0,1,0,1,0,1,low
688,13,49,12,0,1,0,1,0,1,0,1,low
689,14,50,12,0,1,0,1,0,1,0,1,low
690,15,45,12,0,1,0,1,0,1,0,1,low
691,16,47,12,0,1,0,1,0,1,0,1,low
692,17,45,12,1,1,0,1,0,1,0,1,low
693,18,49,12,0,1,0,1,0,1,0,1,low
694,8,44,11,0,0,0,1,1,1,0,1,low
695,9,51,11,0,0,0,1,1,1,0,1,low
696,10,51,11,0,0,0,1,1,1,0,1,average
697,11,51,11,0,0,0,1,1,1,0,1,average
698,12,50,11,0,0,0,1,1,1,0,1,average
699,13,51,11,0,0,0,1,1,1,0,1,average
700,14,51,11,0,0,0,1,1,1,0,1,average
701,29,47,14,0,1,0,1,1,1,0,1,high
702,30,47,14,0,1,0,1,1,1,0,1,high
703,31,36,14,0,1,0,1,1,1,0,1,high
704,32,46,14,0,1,0,1,1,1,0,1,very high
705,33,43,14,1,1,0,1,0,1,0,1,high
706,34,44,14,0,1,0,1,1,1,0,1,very high
707,35,45,14,1,1,0,1,1,1,0,1,very high
708,3,50,17,1,1,0,1,0,1,0,1,average
709,4,50,17,1,1,0,1,0,1,0,1,high
710,5,49,17,1,1,0,1,0,1,0,1,high
711,6,48,17,1,1,0,1,0,1,0,1,very high
712,7,49,17,1,1,0,1,0,1,0,1,very high
713,8,49,17,1,1,0,1,0,1,0,1,very high
714,9,49,17,1,1,0,1,0,1,0,1,very high
715,14,35,16,1,0,0,1,1,1,0,1,low
716,15,35,16,1,0,0,1,1,1,0,1,average
717,16,44,16,1,0,0,1,1,1,0,1,average
718,17,43,16,1,0,0,1,1,1,0,1,high
719,18,42,16,1,0,0,1,1,1,0,1,very high
720,19,42,16,1,0,0,1,1,1,0,1,very high
721,20,43,16,1,0,0,1,1,1,0,1,very high
722,17,52,7,0,1,1,1,0,1,0,1,low
723,18,51,7,0,1,1,1,0,1,0,1,low
724,19,50,7,0,1,1,1,0,1,0,1,low
725,20,50,7,0,1,1,1,0,1,0,1,low
726,21,50,7,0,1,1,1,0,1,0,1,low
727,22,49,7,0,1,1,1,0,1,0,1,low
728,23,48,7,0,1,1,1,0,1,0,1,low
729,11,49,14,1,0,1,1,0,1,0,1,average
730,12,48,14,1,0,1,1,0,1,0,1,high
731,13,47,14,1,0,1,1,0,1,0,1,high
732,14,48,14,1,0,1,1,0,1,0,1,high
733,15,49,14,1,0,1,1,0,1,0,1,very high
734,16,46,14,1,0,1,1,1,1,0,1,very high
735,17,47,14,1,0,1,1,1,1,0,1,very high
736,6,49,12,1,0,1,1,1,1,0,1,low
737,7,51,12,1,0,1,1,1,1,0,1,average
738,8,50,12,1,0,1,1,1,1,0,1,average
739,9,49,12,1,0,1,1,1,1,0,1,average
740,10,49,12,1,0,1,1,1,1,0,1,high
741,11,48,12,1,0,1,1,1,1,0,1,average
742,12,49,12,1,1,1,1,1,1,0,1,high
743,31,47,12,1,1,0,1,1,1,0,1,high
744,32,48,12,1,1,0,1,1,1,0,1,high
745,33,48,12,1,1,0,1,1,1,0,1,very high
746,34,45,12,1,1,0,1,1,1,0,1,very high
747,35,41,12,1,1,0,1,1,1,0,1,very high
748,36,42,12,1,1,0,1,1,1,0,1,very high
749,37,47,12,1,1,0,1,1,1,0,1,very high
750,15,31,12,0,1,0,0,1,1,1,1,low
751,16,51,12,0,1,0,0,1,1,0,1,low
752,17,45,12,0,1,0,0,1,1,1,1,average
753,18,49,12,0,1,0,0,1,1,1,1,average
754,19,48,12,0,1,0,0,1,1,1,1,average
755,20,47,12,0,1,0,0,1,1,1,1,high
756,21,45,12,0,1,0,0,1,1,1,1,very high
757,25,48,12,1,1,0,1,1,1,1,1,high
758,26,48,12,1,1,0,1,1,1,0,1,high
759,27,48,12,1,1,0,1,1,1,0,1,high
760,28,47,12,1,1,0,1,1,1,0,1,very high
761,29,47,12,1,1,0,1,1,1,0,1,very high
762,30,47,12,0,1,0,1,1,1,0,1,very high
763,31,49,12,1,1,0,1,1,1,0,1,very high
764,37,47,12,1,1,0,1,1,1,1,1,average
765,38,46,12,1,1,0,1,1,1,1,1,average
766,39,46,12,1,1,0,1,1,1,1,1,high
767,40,46,12,1,1,0,1,1,1,1,1,average
768,41,47,12,1,1,0,1,1,1,1,1,very high
769,42,47,12,1,1,0,1,1,1,1,1,high
770,43,40,12,1,1,0,1,1,1,1,1,high
771,6,50,13,0,0,0,0,0,1,0,1,low
772,7,49,13,0,0,0,0,0,1,0,1,low
773,8,49,13,0,0,0,0,0,1,0,1,average
774,9,49,13,1,0,0,1,0,1,0,1,average
775,10,51,13,1,0,0,1,0,1,0,1,high
776,11,52,13,1,0,0,1,0,1,0,1,high
777,12,49,13,1,0,0,1,0,1,0,1,very high
778,19,49,13,1,0,0,1,0,1,0,1,high
779,20,49,13,1,0,0,1,0,1,0,1,high
780,21,49,13,1,0,0,1,0,1,0,1,very high
781,22,48,13,1,0,0,1,0,1,0,1,very high
782,23,46,13,1,0,0,1,0,1,0,1,very high
783,24,46,13,1,0,0,1,0,1,0,1,very high
784,25,48,13,1,0,0,1,0,1,0,1,very high
785,27,39,17,1,0,0,1,1,1,0,1,high
786,28,36,17,1,0,0,1,1,1,0,1,high
787,29,50,17,1,0,0,1,1,1,0,1,very high
788,30,48,17,1,0,0,1,1,1,0,1,very high
789,31,48,17,1,0,0,1,1,1,0,1,very high
790,32,39,17,1,0,0,1,1,1,0,1,very high
791,33,39,17,1,0,0,1,1,1,0,1,very high
792,29,50,17,1,0,0,1,1,1,0,1,low
793,30,50,17,1,0,0,1,1,1,0,1,low
794,31,50,17,1,0,0,0,1,1,0,1,average
795,32,50,17,1,0,0,0,1,1,0,1,average
796,33,49,17,1,0,0,0,1,1,0,1,average
797,34,49,17,1,0,0,0,1,1,0,1,low
798,35,49,17,1,0,0,0,1,1,0,1,average
799,14,49,12,1,1,0,0,1,1,0,1,high
800,15,49,12,1,1,0,0,1,1,0,1,high
801,16,49,12,1,1,0,0,1,1,0,1,high
802,17,49,12,1,1,0,0,1,1,0,1,very high
803,18,49,12,1,1,0,0,1,1,0,1,very high
804,19,49,12,1,1,0,0,1,1,0,1,very high
805,20,48,12,0,1,0,0,1,1,0,1,very high
806,14,50,14,0,1,0,0,1,1,1,1,high
807,15,50,14,0,1,0,0,1,1,1,1,high
808,16,49,14,0,1,0,0,1,1,1,1,high
809,17,48,14,0,1,0,0,1,1,1,1,high
810,18,50,14,0,1,0,0,1,1,1,1,very high
811,19,49,14,0,1,0,0,1,1,1,1,very high
812,20,48,14,0,1,0,0,1,1,1,1,very high
813,14,38,17,1,0,0,1,0,0,0,1,average
814,15,36,17,1,0,0,1,0,0,1,1,average
815,16,39,17,1,0,0,1,0,0,1,1,average
816,17,42,17,1,0,0,1,0,0,1,1,high
817,18,39,17,1,0,0,1,0,0,1,1,high
818,19,27,17,1,0,0,1,0,0,1,1,high
819,20,43,17,1,0,0,1,0,0,1,1,very high
820,25,41,9,0,1,0,0,1,1,1,1,average
821,26,48,9,0,1,0,0,1,1,1,1,average
822,27,48,9,0,1,0,0,1,1,1,1,high
823,28,47,9,0,1,0,0,1,1,1,1,high
824,29,41,9,0,1,0,0,1,1,1,1,high
825,30,43,9,0,1,0,0,1,1,1,1,high
826,31,47,9,0,1,0,0,1,1,1,1,very high
827,16,50,17,1,0,0,1,1,1,0,1,high
828,17,50,17,1,0,0,1,1,1,0,1,high
829,18,51,17,1,0,0,1,1,1,0,1,very high
830,19,49,17,1,0,0,1,1,1,0,1,very high
831,20,52,17,1,0,0,1,1,1,0,1,very high
832,21,50,17,1,1,0,1,1,1,0,1,very high
833,22,50,17,1,0,0,1,1,1,0,1,very high
834,14,51,12,0,1,0,1,1,1,0,1,low
835,15,50,12,0,1,0,1,1,1,0,1,average
836,16,50,12,0,1,0,1,1,1,0,1,high
837,17,49,12,0,1,0,1,1,1,0,1,high
838,18,50,12,0,1,0,1,1,1,0,1,high
839,19,50,12,0,1,0,1,1,1,0,1,high
840,20,49,12,0,1,0,1,1,1,0,1,high
841,13,51,16,1,1,0,1,1,1,0,1,high
842,14,49,16,1,1,0,1,1,1,0,1,high
843,15,49,16,1,1,0,0,0,1,0,1,very high
844,16,48,16,1,1,0,0,0,1,0,1,very high
845,17,49,16,1,1,0,0,0,1,0,1,very high
846,18,50,16,1,1,0,0,0,1,0,1,very high
847,19,49,16,1,1,0,0,0,1,0,1,very high
848,15,49,12,0,0,0,0,1,1,1,1,average
849,16,48,12,0,0,0,0,1,1,1,1,high
850,17,48,12,0,0,0,0,1,1,1,1,high
851,18,49,12,0,0,0,0,1,1,1,1,very high
852,19,48,12,0,0,0,0,1,1,1,1,high
853,20,49,12,0,0,0,0,1,1,1,1,very high
854,21,50,12,0,0,0,0,1,1,1,1,very high
855,27,47,8,0,1,1,0,1,1,1,1,low
856,28,43,8,0,1,1,0,1,1,1,1,average
857,29,50,8,0,1,1,0,1,1,1,1,average
858,30,47,8,0,1,1,0,1,1,1,1,high
859,31,47,8,0,1,1,0,1,1,1,1,high
860,32,39,8,0,1,1,0,1,1,1,1,very high
861,33,29,8,0,1,1,0,1,1,1,1,very high
862,28,49,16,1,0,1,0,1,1,0,1,high
863,29,50,16,1,0,1,0,1,1,0,1,high
864,30,49,16,1,0,1,0,1,1,0,1,very high
865,31,49,16,1,0,1,0,1,1,0,1,very high
866,32,49,16,1,0,1,0,1,1,0,1,very high
867,33,49,16,1,0,1,0,1,1,0,1,very high
868,34,47,16,1,0,1,0,1,1,0,1,very high
869,14,38,12,0,1,1,1,1,1,1,1,low
870,15,49,12,0,1,1,1,1,1,1,1,low
871,16,49,12,0,1,1,1,1,1,1,1,low
872,17,49,12,0,1,1,1,1,1,1,1,average
873,18,49,12,0,1,1,1,1,1,1,1,average
874,19,49,12,0,1,1,1,1,1,1,1,high
875,20,49,12,0,1,1,1,1,1,1,1,high
876,3,38,12,0,1,0,0,1,1,0,1,average
877,4,51,12,0,1,0,0,1,1,0,1,average
878,5,49,12,0,1,0,0,1,1,0,1,average
879,6,51,12,0,1,0,0,1,1,0,1,high
880,7,51,12,0,1,0,0,1,1,0,1,high
881,8,50,12,0,0,0,0,1,1,0,1,average
882,9,52,12,0,0,0,0,1,1,0,1,low
883,28,51,14,0,0,0,1,1,1,1,1,high
884,29,48,14,0,0,0,1,1,1,1,1,high
885,30,48,14,0,0,0,1,1,1,1,1,very high
886,31,45,14,0,0,0,1,1,1,1,1,very high
887,32,48,14,0,0,0,1,1,1,1,1,very high
888,33,49,14,0,0,0,1,1,1,1,1,very high
889,34,37,14,0,0,0,1,1,1,1,1,very high
890,27,48,12,0,0,0,0,1,1,0,1,low
891,28,30,12,0,0,0,0,1,1,0,1,low
892,29,50,12,0,1,0,0,1,1,1,1,low
893,30,50,12,0,1,0,0,1,1,1,1,average
894,31,49,12,0,1,0,0,1,1,1,1,average
895,32,42,12,0,1,0,0,1,1,1,1,average
896,33,41,12,0,1,0,1,1,1,0,1,high
897,31,49,8,1,1,0,1,1,1,1,1,low
898,32,48,8,1,1,0,1,1,1,1,1,low
899,33,49,8,1,1,0,1,1,1,1,1,low
900,34,49,8,1,0,0,1,1,1,1,1,low
901,35,49,8,1,0,0,1,1,1,1,1,low
902,36,49,8,0,0,0,1,1,1,1,1,average
903,37,49,8,0,1,0,1,1,1,1,1,average
904,31,46,8,1,1,0,1,1,1,1,1,average
905,32,45,8,1,1,0,1,1,1,1,1,average
906,33,46,8,1,1,0,1,1,1,1,1,average
907,34,46,8,1,0,0,1,1,1,1,1,high
908,35,46,8,1,0,0,1,1,1,1,1,high
909,36,46,8,1,1,0,1,1,1,1,1,very high
910,37,46,8,0,1,0,1,1,1,1,1,very high
911,30,45,8,0,1,0,1,1,1,1,1,average
912,31,43,8,0,1,0,1,1,1,1,1,average
913,32,45,8,0,1,0,1,1,1,1,1,average
914,33,45,8,0,1,0,1,1,1,1,1,high
915,34,43,8,0,1,0,1,1,1,1,1,high
916,35,38,8,0,1,0,1,1,1,1,1,very high
917,36,41,8,0,1,0,1,1,1,1,1,very high
918,21,51,17,1,0,1,0,1,1,0,1,high
919,22,51,17,1,0,1,0,1,1,0,1,high
920,23,50,17,1,0,1,0,1,1,0,1,very high
921,24,50,17,1,0,1,0,1,1,0,1,very high
922,25,51,17,1,0,1,0,1,1,0,1,very high
923,26,46,17,1,0,1,0,1,1,0,1,very high
924,27,50,17,1,0,1,0,1,1,0,1,very high
925,19,51,12,0,1,1,1,1,1,1,0,low
926,20,50,12,0,1,1,1,1,1,1,0,average
927,21,50,12,0,1,1,1,1,1,1,0,average
928,22,50,12,0,1,1,1,1,1,1,0,average
929,23,50,12,0,1,1,1,1,1,1,0,average
930,24,50,12,0,1,1,1,1,1,1,0,high
931,25,40,12,0,1,1,1,1,1,1,0,very high
932,4,47,12,0,1,0,0,0,1,1,1,low
933,5,48,12,0,1,0,0,0,1,1,1,low
934,6,51,12,0,1,0,0,0,1,1,1,low
935,7,49,12,0,1,0,0,0,1,1,1,low
936,8,49,12,0,1,0,0,0,1,1,1,low
937,9,48,12,0,1,0,0,0,1,1,1,low
938,10,49,12,0,1,0,0,0,1,1,1,average
939,15,49,12,1,0,0,0,1,1,0,1,average
940,16,49,12,1,0,0,0,1,1,0,1,high
941,17,47,12,1,0,0,0,1,1,0,1,very high
942,18,48,12,1,1,0,0,1,1,0,1,high
943,19,48,12,1,1,0,0,1,1,0,1,very high
944,20,48,12,1,1,0,0,1,1,0,1,very high
945,21,48,12,1,1,0,0,1,1,0,1,very high
946,20,48,13,1,1,0,1,1,1,0,1,high
947,21,51,13,1,1,0,1,1,1,0,1,average
948,22,50,13,1,1,0,1,1,1,0,1,very high
949,23,51,13,1,1,0,1,1,1,0,1,very high
950,24,49,13,1,1,0,1,1,1,0,1,very high
951,25,47,13,1,0,0,1,1,1,0,1,very high
952,26,48,13,1,1,0,1,1,1,0,1,very high
953,23,49,11,0,1,0,1,1,1,0,1,average
954,24,49,11,0,1,0,1,1,1,0,1,high
955,25,49,11,0,1,0,1,1,1,0,1,high
956,26,49,11,0,1,0,1,1,1,0,1,very high
957,27,50,11,0,1,0,1,1,1,0,1,very high
958,28,49,11,0,1,0,1,1,1,0,1,very high
959,29,50,11,0,1,0,1,1,1,0,1,very high
960,23,47,16,1,0,0,1,1,1,0,1,high
961,24,48,16,1,0,0,1,1,1,0,1,high
962,25,48,16,1,0,0,1,1,1,0,1,very high
963,26,49,16,1,0,0,1,1,1,0,1,very high
964,27,45,16,1,0,0,1,1,1,0,1,very high
965,28,48,16,1,0,0,1,1,1,0,1,very high
966,29,47,16,1,1,0,1,1,1,0,1,very high
967,4,51,16,1,0,0,0,0,1,0,1,average
968,5,51,16,1,0,0,0,0,1,0,1,average
969,6,51,16,1,0,0,0,0,1,0,1,average
970,7,50,16,1,0,0,0,0,1,0,1,high
971,8,51,16,1,0,0,0,0,1,0,1,very high
972,9,49,16,1,0,0,1,0,1,0,1,very high
973,10,49,16,1,0,0,1,1,1,0,1,very high
974,10,44,9,0,1,1,0,1,1,1,1,low
975,11,48,9,0,1,1,0,1,1,1,1,low
976,12,48,9,0,1,1,0,1,1,1,1,low
977,13,49,9,0,1,1,0,1,1,1,1,average
978,14,48,9,0,1,1,0,1,1,1,1,average
979,15,38,9,0,1,1,0,1,1,1,1,very high
980,16,52,9,0,1,1,0,1,1,1,1,very high
981,15,46,8,0,1,0,0,1,1,0,1,low
982,16,44,8,0,0,0,0,1,1,0,1,low
983,17,45,8,0,0,0,0,1,1,0,1,low
984,18,51,8,0,0,0,0,1,1,0,1,low
985,19,50,8,0,0,0,0,1,1,0,1,low
986,20,50,8,0,0,0,0,1,1,0,1,average
987,21,49,8,0,0,0,0,1,1,0,1,average
988,35,47,16,1,1,0,1,1,1,0,1,high
989,36,45,16,1,1,0,1,1,1,0,1,average
990,37,48,16,1,1,0,1,1,1,0,1,high
991,38,47,16,1,1,0,1,1,1,0,1,high
992,39,47,16,1,1,0,1,1,1,0,1,high
993,40,47,16,1,1,0,1,1,1,0,1,very high
994,41,47,16,1,1,0,1,1,1,0,1,very high
995,34,50,12,0,1,0,1,1,1,0,1,low
996,35,49,12,0,1,0,1,1,1,0,1,average
997,36,49,12,0,1,0,1,1,1,0,1,average
998,37,49,12,0,1,0,1,1,1,0,1,average
999,38,48,12,0,1,0,1,1,1,0,1,high
1000,39,48,12,0,1,0,1,1,1,0,1,high
1001,40,48,12,0,1,0,1,1,1,0,1,very high
1002,7,49,14,1,1,0,1,1,1,0,1,low
1003,8,50,14,1,1,0,1,1,1,0,1,low
1004,9,49,14,1,1,0,1,1,1,0,1,average
1005,10,49,14,1,1,0,0,1,1,0,1,average
1006,11,49,14,1,1,0,0,1,1,0,1,high
1007,12,48,14,1,1,0,0,1,1,0,1,high
1008,13,48,14,1,1,0,0,1,1,0,1,very high
1009,19,48,16,1,0,0,1,1,1,0,1,high
1010,20,49,16,1,1,0,1,1,1,0,1,high
1011,21,49,16,1,1,0,1,1,1,0,1,very high
1012,22,49,16,1,0,0,1,1,1,0,1,very high
1013,23,49,16,1,0,0,1,1,1,0,1,high
1014,24,49,16,1,1,0,1,1,1,0,1,very high
1015,25,49,16,1,0,0,1,1,1,0,1,very high
1016,36,48,15,1,1,0,0,1,1,0,1,high
1017,37,48,15,1,1,0,0,1,1,0,1,high
1018,38,48,15,1,1,0,0,1,1,0,1,very high
1019,39,48,15,1,1,0,0,1,1,0,1,very high
1020,40,48,15,1,1,0,0,1,1,0,1,very high
1021,41,48,15,1,1,0,0,1,1,0,1,very high
1022,42,48,15,1,1,0,0,1,1,0,1,very high
1023,12,47,12,1,1,0,0,1,1,0,1,average
1024,13,48,12,1,1,0,0,1,1,0,1,average
1025,14,48,12,1,1,0,0,1,1,0,1,high
1026,15,48,12,1,0,0,0,1,1,0,1,very high
1027,16,47,12,1,1,0,0,1,1,0,1,very high
1028,17,49,12,1,1,0,0,1,1,0,1,very high
1029,18,47,12,1,1,0,0,1,1,0,1,very high
1030,4,45,14,0,0,0,1,1,1,0,1,low
1031,5,50,14,1,0,0,1,1,1,0,1,low
1032,6,50,14,1,0,0,1,1,1,0,1,low
1033,7,47,14,1,0,0,1,1,1,0,1,average
1034,8,51,14,1,0,0,1,1,1,0,1,average
1035,9,50,14,1,0,0,1,1,1,0,1,very high
1036,10,49,14,1,0,0,1,1,1,0,1,high
1037,6,36,16,1,0,0,1,1,1,1,1,average
1038,7,36,16,1,0,0,1,1,1,1,1,high
1039,8,36,16,1,0,0,1,1,1,1,1,average
1040,9,36,16,1,0,0,1,0,1,1,1,high
1041,10,39,16,1,0,0,1,0,1,1,1,high
1042,11,36,16,1,0,0,1,0,1,1,1,high
1043,12,37,16,1,0,0,1,0,1,1,1,high
1044,16,48,12,0,0,0,1,1,1,1,1,low
1045,17,37,12,0,1,0,1,1,1,1,1,average
1046,18,32,12,0,1,0,1,1,1,1,1,average
1047,19,47,12,0,1,0,1,1,1,1,1,average
1048,20,40,12,0,1,0,1,1,1,1,1,high
1049,21,42,12,0,1,0,1,1,1,1,1,high
1050,22,5,12,0,1,0,1,1,1,1,1,high
1051,20,50,16,0,0,1,0,1,1,0,1,low
1052,21,50,16,0,0,1,0,1,1,0,1,average
1053,22,46,16,0,0,1,0,1,1,0,1,average
1054,23,49,16,0,0,1,0,1,1,0,1,average
1055,24,50,16,0,0,1,0,1,1,0,1,average
